college,department,course_number,pk_x,pk_y,professor,grade
CAS,Computer Science,102,0x241124af04ffdbcdc9381886b1b01434c15961bc856110fb7dc946006588758f,0x01b4cf98a25ec596c9f829cee1e5aaf8085c3f3d6a4c19ca1ac6d9a28d745361,Dr. Grace Wilson,A-
CAS,English,301,0x241124af04ffdbcdc9381886b1b01434c15961bc856110fb7dc946006588758f,0x01b4cf98a25ec596c9f829cee1e5aaf8085c3f3d6a4c19ca1ac6d9a28d745361,Dr. Henry Moore,B
ENG,Mechanical Engineering,201,0x02cc3f7f305732812a242f0b6ed0353eb410e5b53a7a60f1992bb117b3c29e1f,0x1f7502bc706ffd707c6abb7ec70294701c3a9309c6c5168f36572ceafbf28abd,Dr. David Brown,F
CAS,Mathematics,301,0x02cc3f7f305732812a242f0b6ed0353eb410e5b53a7a60f1992bb117b3c29e1f,0x1f7502bc706ffd707c6abb7ec70294701c3a9309c6c5168f36572ceafbf28abd,Dr. David Brown,A-
ENG,Systems Engineering,302,0x02cc3f7f305732812a242f0b6ed0353eb410e5b53a7a60f1992bb117b3c29e1f,0x1f7502bc706ffd707c6abb7ec70294701c3a9309c6c5168f36572ceafbf28abd,Dr. Grace Wilson,A-
CAS,English,201,0x02cc3f7f305732812a242f0b6ed0353eb410e5b53a7a60f1992bb117b3c29e1f,0x1f7502bc706ffd707c6abb7ec70294701c3a9309c6c5168f36572ceafbf28abd,Dr. Grace Wilson,B+
CAS,English,201,0x24c12af4a050cb88e5de070af1c4e482b0ac1e03902c1ff6735a397b04ccb463,0x10d0c797816760060c04317fd53375ae1b662610144a87b549cb75373b4455ae,Dr. Grace Wilson,A
CAS,Computer Science,202,0x24c12af4a050cb88e5de070af1c4e482b0ac1e03902c1ff6735a397b04ccb463,0x10d0c797816760060c04317fd53375ae1b662610144a87b549cb75373b4455ae,Dr. Bob Johnson,B-
ENG,Systems Engineering,301,0x24c12af4a050cb88e5de070af1c4e482b0ac1e03902c1ff6735a397b04ccb463,0x10d0c797816760060c04317fd53375ae1b662610144a87b549cb75373b4455ae,Dr. Henry Moore,C
ENG,Biomedical Engineering,101,0x24c12af4a050cb88e5de070af1c4e482b0ac1e03902c1ff6735a397b04ccb463,0x10d0c797816760060c04317fd53375ae1b662610144a87b549cb75373b4455ae,Dr. Bob Johnson,C
CAS,Economics,202,0x0744d535542b4fc7657ee92222475fe64f4dcdfbb99f18c9b43cca804807850a,0x1c6a091e95b7adf317327ce3f75892cb775c7759cfe117dcb1af834c3b5259a5,Dr. Emma Davis,B
ENG,Systems Engineering,302,0x0744d535542b4fc7657ee92222475fe64f4dcdfbb99f18c9b43cca804807850a,0x1c6a091e95b7adf317327ce3f75892cb775c7759cfe117dcb1af834c3b5259a5,Dr. Grace Wilson,C-
CAS,Computer Science,301,0x0744d535542b4fc7657ee92222475fe64f4dcdfbb99f18c9b43cca804807850a,0x1c6a091e95b7adf317327ce3f75892cb775c7759cfe117dcb1af834c3b5259a5,Dr. Carol Williams,C-
ENG,Mechanical Engineering,102,0x0744d535542b4fc7657ee92222475fe64f4dcdfbb99f18c9b43cca804807850a,0x1c6a091e95b7adf317327ce3f75892cb775c7759cfe117dcb1af834c3b5259a5,Dr. Alice Smith,C-
CAS,Mathematics,101,0x2b20645c4dfc131547061633a8ae60ca466d605fb03d1dc784e7afd442d8f1ff,0x0937ffc7928a7da97e35b96449d4a85d990cefbcd16b9556cecb8185569f8daf,Dr. Carol Williams,B+
CAS,Computer Science,101,0x2b20645c4dfc131547061633a8ae60ca466d605fb03d1dc784e7afd442d8f1ff,0x0937ffc7928a7da97e35b96449d4a85d990cefbcd16b9556cecb8185569f8daf,Dr. Grace Wilson,C
CAS,Economics,301,0x2b20645c4dfc131547061633a8ae60ca466d605fb03d1dc784e7afd442d8f1ff,0x0937ffc7928a7da97e35b96449d4a85d990cefbcd16b9556cecb8185569f8daf,Dr. Grace Wilson,C
CAS,Economics,202,0x2b20645c4dfc131547061633a8ae60ca466d605fb03d1dc784e7afd442d8f1ff,0x0937ffc7928a7da97e35b96449d4a85d990cefbcd16b9556cecb8185569f8daf,Dr. Emma Davis,C
ENG,Electrical and Computer Engineering,201,0x030575872b356e70224937ff6a522b6215b1baefab3899b93baef295bc2b113a,0x28b95c99457a3702527b69151d1b0a5052c527d8dd250ed227832187a69b0a3f,Dr. Grace Wilson,D
ENG,Systems Engineering,101,0x030575872b356e70224937ff6a522b6215b1baefab3899b93baef295bc2b113a,0x28b95c99457a3702527b69151d1b0a5052c527d8dd250ed227832187a69b0a3f,Dr. Bob Johnson,C-
CAS,Mathematics,102,0x030575872b356e70224937ff6a522b6215b1baefab3899b93baef295bc2b113a,0x28b95c99457a3702527b69151d1b0a5052c527d8dd250ed227832187a69b0a3f,Dr. Emma Davis,C
ENG,Biomedical Engineering,101,0x030575872b356e70224937ff6a522b6215b1baefab3899b93baef295bc2b113a,0x28b95c99457a3702527b69151d1b0a5052c527d8dd250ed227832187a69b0a3f,Dr. Emma Davis,B-
CAS,Computer Science,595,0x0302eb00d437012bb5bfba076830b3e8164467be6b4187e42ef02eb5587f5367,0x050cc926a44bceee48c28c868999e7ab348537ee710fba98050977d73ff325b8,Dr. Emma Davis,B-
ENG,Biomedical Engineering,301,0x0302eb00d437012bb5bfba076830b3e8164467be6b4187e42ef02eb5587f5367,0x050cc926a44bceee48c28c868999e7ab348537ee710fba98050977d73ff325b8,Dr. Emma Davis,A-
ENG,Electrical and Computer Engineering,101,0x0302eb00d437012bb5bfba076830b3e8164467be6b4187e42ef02eb5587f5367,0x050cc926a44bceee48c28c868999e7ab348537ee710fba98050977d73ff325b8,Dr. Carol Williams,D
CAS,Mathematics,301,0x0302eb00d437012bb5bfba076830b3e8164467be6b4187e42ef02eb5587f5367,0x050cc926a44bceee48c28c868999e7ab348537ee710fba98050977d73ff325b8,Dr. David Brown,D
ENG,Electrical and Computer Engineering,202,0x13ad3275edd808de4b887d3440f9d4258087f082189d1fb284aa1fba85b12095,0x302e922283134d70ce67ca1804c7675bda94d1c9dd84399933543f71dc592ec7,Dr. David Brown,C+
ENG,Electrical and Computer Engineering,101,0x13ad3275edd808de4b887d3440f9d4258087f082189d1fb284aa1fba85b12095,0x302e922283134d70ce67ca1804c7675bda94d1c9dd84399933543f71dc592ec7,Dr. Carol Williams,B
CAS,Computer Science,302,0x13ad3275edd808de4b887d3440f9d4258087f082189d1fb284aa1fba85b12095,0x302e922283134d70ce67ca1804c7675bda94d1c9dd84399933543f71dc592ec7,Dr. Henry Moore,A
ENG,Biomedical Engineering,202,0x13ad3275edd808de4b887d3440f9d4258087f082189d1fb284aa1fba85b12095,0x302e922283134d70ce67ca1804c7675bda94d1c9dd84399933543f71dc592ec7,Dr. Grace Wilson,C+
CAS,Computer Science,101,0x1dc46221d69b6e128ba87ec3ae98ed27db90da99d69ab70b9d0a751696dc3638,0x02e413bc8b9cdab933fbc39302187f3957565ae7fdbd28c352dae35cb77a3efc,Dr. Emma Davis,B
ENG,Biomedical Engineering,301,0x1dc46221d69b6e128ba87ec3ae98ed27db90da99d69ab70b9d0a751696dc3638,0x02e413bc8b9cdab933fbc39302187f3957565ae7fdbd28c352dae35cb77a3efc,Dr. Henry Moore,D
CAS,Computer Science,595,0x1dc46221d69b6e128ba87ec3ae98ed27db90da99d69ab70b9d0a751696dc3638,0x02e413bc8b9cdab933fbc39302187f3957565ae7fdbd28c352dae35cb77a3efc,Dr. Alice Smith,B+
CAS,Mathematics,301,0x1dc46221d69b6e128ba87ec3ae98ed27db90da99d69ab70b9d0a751696dc3638,0x02e413bc8b9cdab933fbc39302187f3957565ae7fdbd28c352dae35cb77a3efc,Dr. David Brown,B-
CAS,Computer Science,101,0x02d49efe875c401a0841edb3b9555d712c205c702a5318de0b44edefcce0794e,0x11ed6cb225ea03391e97cd4a9ab842f291f177ac2c2b17fdfb4d370563cc4cb4,Dr. Emma Davis,B-
ENG,Biomedical Engineering,201,0x02d49efe875c401a0841edb3b9555d712c205c702a5318de0b44edefcce0794e,0x11ed6cb225ea03391e97cd4a9ab842f291f177ac2c2b17fdfb4d370563cc4cb4,Dr. Grace Wilson,B+
ENG,Systems Engineering,101,0x02d49efe875c401a0841edb3b9555d712c205c702a5318de0b44edefcce0794e,0x11ed6cb225ea03391e97cd4a9ab842f291f177ac2c2b17fdfb4d370563cc4cb4,Dr. Bob Johnson,C+
CAS,Mathematics,202,0x02d49efe875c401a0841edb3b9555d712c205c702a5318de0b44edefcce0794e,0x11ed6cb225ea03391e97cd4a9ab842f291f177ac2c2b17fdfb4d370563cc4cb4,Dr. Alice Smith,C-
ENG,Electrical and Computer Engineering,302,0x078b2cace436caddd2ec396af69147c35c2fa97139cc25bed4706b789584d4e8,0x05685fb739b7af48182cc37ed7746ef351d6ab7ac08c3fde744c5170a0acfcbc,Dr. Grace Wilson,C
CAS,Economics,301,0x078b2cace436caddd2ec396af69147c35c2fa97139cc25bed4706b789584d4e8,0x05685fb739b7af48182cc37ed7746ef351d6ab7ac08c3fde744c5170a0acfcbc,Dr. Grace Wilson,A-
CAS,Computer Science,202,0x078b2cace436caddd2ec396af69147c35c2fa97139cc25bed4706b789584d4e8,0x05685fb739b7af48182cc37ed7746ef351d6ab7ac08c3fde744c5170a0acfcbc,Dr. Bob Johnson,D
CAS,English,102,0x078b2cace436caddd2ec396af69147c35c2fa97139cc25bed4706b789584d4e8,0x05685fb739b7af48182cc37ed7746ef351d6ab7ac08c3fde744c5170a0acfcbc,Dr. Emma Davis,A-
ENG,Mechanical Engineering,101,0x1f65da530d96e65b383d30a5fca02a3b2eeeb02c3b5263857e141aaef3296532,0x2870b6779ba25307aa2cfdd5daaef9385ca9d540d3b98c8263b3e4a83eb60e8e,Dr. Emma Davis,F
ENG,Electrical and Computer Engineering,101,0x1f65da530d96e65b383d30a5fca02a3b2eeeb02c3b5263857e141aaef3296532,0x2870b6779ba25307aa2cfdd5daaef9385ca9d540d3b98c8263b3e4a83eb60e8e,Dr. Carol Williams,B-
CAS,Mathematics,202,0x1f65da530d96e65b383d30a5fca02a3b2eeeb02c3b5263857e141aaef3296532,0x2870b6779ba25307aa2cfdd5daaef9385ca9d540d3b98c8263b3e4a83eb60e8e,Dr. Alice Smith,B
CAS,Computer Science,101,0x1f65da530d96e65b383d30a5fca02a3b2eeeb02c3b5263857e141aaef3296532,0x2870b6779ba25307aa2cfdd5daaef9385ca9d540d3b98c8263b3e4a83eb60e8e,Dr. Grace Wilson,A
ENG,Systems Engineering,302,0x265df8d419729081c1cc6f2ff5d21c9458802986acf1140214517b05a7830ed6,0x0ecef8882105c8f815d15f5dc258dea66ea83a6b706132734e79c9e9c721a665,Dr. Alice Smith,F
CAS,Computer Science,201,0x265df8d419729081c1cc6f2ff5d21c9458802986acf1140214517b05a7830ed6,0x0ecef8882105c8f815d15f5dc258dea66ea83a6b706132734e79c9e9c721a665,Dr. Grace Wilson,B-
CAS,Computer Science,595,0x265df8d419729081c1cc6f2ff5d21c9458802986acf1140214517b05a7830ed6,0x0ecef8882105c8f815d15f5dc258dea66ea83a6b706132734e79c9e9c721a665,Dr. Alice Smith,B+
CAS,Economics,102,0x265df8d419729081c1cc6f2ff5d21c9458802986acf1140214517b05a7830ed6,0x0ecef8882105c8f815d15f5dc258dea66ea83a6b706132734e79c9e9c721a665,Dr. Carol Williams,C-
ENG,Systems Engineering,202,0x23eac277bead65e84c6318d37752ca7239de22f30d823d225297449c4cb19737,0x12432ec6c5677ff72244fbce613c0b9e2e3202f56a844079b7f0d6fbaa5ac0c5,Dr. Bob Johnson,C
CAS,Mathematics,301,0x23eac277bead65e84c6318d37752ca7239de22f30d823d225297449c4cb19737,0x12432ec6c5677ff72244fbce613c0b9e2e3202f56a844079b7f0d6fbaa5ac0c5,Dr. David Brown,C
CAS,Mathematics,302,0x23eac277bead65e84c6318d37752ca7239de22f30d823d225297449c4cb19737,0x12432ec6c5677ff72244fbce613c0b9e2e3202f56a844079b7f0d6fbaa5ac0c5,Dr. Frank Miller,C+
ENG,Mechanical Engineering,201,0x23eac277bead65e84c6318d37752ca7239de22f30d823d225297449c4cb19737,0x12432ec6c5677ff72244fbce613c0b9e2e3202f56a844079b7f0d6fbaa5ac0c5,Dr. David Brown,F
ENG,Biomedical Engineering,202,0x2996e2f9ea841f608e4599d0a1d5b4bd7fca2ec045e1a317265c26194c962122,0x269af04ab481530c0275dbee2cd3377e3fbeec63421a2dda77aaa9b7482467e8,Dr. Grace Wilson,C
ENG,Electrical and Computer Engineering,101,0x2996e2f9ea841f608e4599d0a1d5b4bd7fca2ec045e1a317265c26194c962122,0x269af04ab481530c0275dbee2cd3377e3fbeec63421a2dda77aaa9b7482467e8,Dr. Carol Williams,A
ENG,Electrical and Computer Engineering,202,0x2996e2f9ea841f608e4599d0a1d5b4bd7fca2ec045e1a317265c26194c962122,0x269af04ab481530c0275dbee2cd3377e3fbeec63421a2dda77aaa9b7482467e8,Dr. David Brown,F
ENG,Mechanical Engineering,201,0x2996e2f9ea841f608e4599d0a1d5b4bd7fca2ec045e1a317265c26194c962122,0x269af04ab481530c0275dbee2cd3377e3fbeec63421a2dda77aaa9b7482467e8,Dr. David Brown,B-
CAS,Economics,302,0x154b96eeaa7c35484eae0ab0857e3a9b6a971f1d9e015f16afab2cc0de230ec6,0x1a1a4f9bf7ec0db316ad680c0a20ab714b4445e5090099a17d5bfad6f92ce752,Dr. Henry Moore,B+
CAS,Mathematics,101,0x154b96eeaa7c35484eae0ab0857e3a9b6a971f1d9e015f16afab2cc0de230ec6,0x1a1a4f9bf7ec0db316ad680c0a20ab714b4445e5090099a17d5bfad6f92ce752,Dr. Carol Williams,B
CAS,English,301,0x154b96eeaa7c35484eae0ab0857e3a9b6a971f1d9e015f16afab2cc0de230ec6,0x1a1a4f9bf7ec0db316ad680c0a20ab714b4445e5090099a17d5bfad6f92ce752,Dr. Henry Moore,B+
CAS,Computer Science,102,0x154b96eeaa7c35484eae0ab0857e3a9b6a971f1d9e015f16afab2cc0de230ec6,0x1a1a4f9bf7ec0db316ad680c0a20ab714b4445e5090099a17d5bfad6f92ce752,Dr. Frank Miller,B
CAS,Computer Science,301,0x01256f5656530e1c21dd30e7d9d135ee014065ba18e2f5fd1029a7814612e212,0x119fadc7fb3de2eeb534e443c638529ed0a1e89b2ba07e002712160dfd2d76c9,Dr. Alice Smith,A-
CAS,Economics,101,0x01256f5656530e1c21dd30e7d9d135ee014065ba18e2f5fd1029a7814612e212,0x119fadc7fb3de2eeb534e443c638529ed0a1e89b2ba07e002712160dfd2d76c9,Dr. Emma Davis,C+
CAS,Mathematics,102,0x01256f5656530e1c21dd30e7d9d135ee014065ba18e2f5fd1029a7814612e212,0x119fadc7fb3de2eeb534e443c638529ed0a1e89b2ba07e002712160dfd2d76c9,Dr. Emma Davis,B
ENG,Mechanical Engineering,202,0x01256f5656530e1c21dd30e7d9d135ee014065ba18e2f5fd1029a7814612e212,0x119fadc7fb3de2eeb534e443c638529ed0a1e89b2ba07e002712160dfd2d76c9,Dr. Henry Moore,D
ENG,Electrical and Computer Engineering,301,0x194fce1f5bdee814f4cc575c27d59a9b73362ab17a0987609cf9cdcf4033726e,0x1c672155f76a27195380a1b0a3b8d5dfa1dc3d313303167875b1927bc386047e,Dr. Emma Davis,C-
CAS,English,102,0x194fce1f5bdee814f4cc575c27d59a9b73362ab17a0987609cf9cdcf4033726e,0x1c672155f76a27195380a1b0a3b8d5dfa1dc3d313303167875b1927bc386047e,Dr. Frank Miller,C+
ENG,Mechanical Engineering,202,0x194fce1f5bdee814f4cc575c27d59a9b73362ab17a0987609cf9cdcf4033726e,0x1c672155f76a27195380a1b0a3b8d5dfa1dc3d313303167875b1927bc386047e,Dr. Henry Moore,C
ENG,Electrical and Computer Engineering,202,0x194fce1f5bdee814f4cc575c27d59a9b73362ab17a0987609cf9cdcf4033726e,0x1c672155f76a27195380a1b0a3b8d5dfa1dc3d313303167875b1927bc386047e,Dr. Frank Miller,B+
CAS,Computer Science,595,0x13edc5d4a1b7e2b988c7a84fd184963cc50dfdbb6cd0ea55ce458bf97ba9b74b,0x11fce4ebf65feb26fd8690cf4e8f804b9ca9ed76bf72e6454f8b7d5f98df8fe8,Dr. Alice Smith,A-
CAS,English,202,0x13edc5d4a1b7e2b988c7a84fd184963cc50dfdbb6cd0ea55ce458bf97ba9b74b,0x11fce4ebf65feb26fd8690cf4e8f804b9ca9ed76bf72e6454f8b7d5f98df8fe8,Dr. Alice Smith,C-
CAS,Computer Science,201,0x13edc5d4a1b7e2b988c7a84fd184963cc50dfdbb6cd0ea55ce458bf97ba9b74b,0x11fce4ebf65feb26fd8690cf4e8f804b9ca9ed76bf72e6454f8b7d5f98df8fe8,Dr. Emma Davis,C+
ENG,Electrical and Computer Engineering,101,0x13edc5d4a1b7e2b988c7a84fd184963cc50dfdbb6cd0ea55ce458bf97ba9b74b,0x11fce4ebf65feb26fd8690cf4e8f804b9ca9ed76bf72e6454f8b7d5f98df8fe8,Dr. Carol Williams,D
CAS,English,102,0x2b210ca18d4afa5e2ef21fbc4c68647be548c4b6d88e2331baa13c3701fd1427,0x0a55a0eb538983a035aa9497e1269537e887b46908433abd28135c372badacb5,Dr. Frank Miller,A
CAS,Mathematics,302,0x2b210ca18d4afa5e2ef21fbc4c68647be548c4b6d88e2331baa13c3701fd1427,0x0a55a0eb538983a035aa9497e1269537e887b46908433abd28135c372badacb5,Dr. Frank Miller,D
ENG,Biomedical Engineering,302,0x2b210ca18d4afa5e2ef21fbc4c68647be548c4b6d88e2331baa13c3701fd1427,0x0a55a0eb538983a035aa9497e1269537e887b46908433abd28135c372badacb5,Dr. Carol Williams,C-
ENG,Systems Engineering,302,0x2b210ca18d4afa5e2ef21fbc4c68647be548c4b6d88e2331baa13c3701fd1427,0x0a55a0eb538983a035aa9497e1269537e887b46908433abd28135c372badacb5,Dr. Grace Wilson,A-
CAS,Mathematics,302,0x18cf73c09885541d02446f91061ebccf1d5370713317e83ad20dab0b897e5ae5,0x245681e241d7b2c4a4395b4abd57fd2cada67350a34b5c747d7ce0f54fa6895e,Dr. Frank Miller,B+
ENG,Mechanical Engineering,201,0x18cf73c09885541d02446f91061ebccf1d5370713317e83ad20dab0b897e5ae5,0x245681e241d7b2c4a4395b4abd57fd2cada67350a34b5c747d7ce0f54fa6895e,Dr. David Brown,C-
CAS,Mathematics,102,0x18cf73c09885541d02446f91061ebccf1d5370713317e83ad20dab0b897e5ae5,0x245681e241d7b2c4a4395b4abd57fd2cada67350a34b5c747d7ce0f54fa6895e,Dr. Emma Davis,A-
CAS,Computer Science,101,0x18cf73c09885541d02446f91061ebccf1d5370713317e83ad20dab0b897e5ae5,0x245681e241d7b2c4a4395b4abd57fd2cada67350a34b5c747d7ce0f54fa6895e,Dr. Grace Wilson,F
CAS,Computer Science,202,0x01287347e5c71dbc6d54c1aadf5d0c19f5ecae977ef467914bd152f153717a70,0x24f081c7757be09a2a0eaa56acb76f67aa4ccecbdfe3b31715f4d83572464c99,Dr. Bob Johnson,C
CAS,Computer Science,301,0x01287347e5c71dbc6d54c1aadf5d0c19f5ecae977ef467914bd152f153717a70,0x24f081c7757be09a2a0eaa56acb76f67aa4ccecbdfe3b31715f4d83572464c99,Dr. Carol Williams,C+
ENG,Mechanical Engineering,101,0x01287347e5c71dbc6d54c1aadf5d0c19f5ecae977ef467914bd152f153717a70,0x24f081c7757be09a2a0eaa56acb76f67aa4ccecbdfe3b31715f4d83572464c99,Dr. David Brown,C+
CAS,Economics,101,0x01287347e5c71dbc6d54c1aadf5d0c19f5ecae977ef467914bd152f153717a70,0x24f081c7757be09a2a0eaa56acb76f67aa4ccecbdfe3b31715f4d83572464c99,Dr. Emma Davis,B
ENG,Electrical and Computer Engineering,201,0x182235ee91d7243677d9b0d97d61486cec401db44ef8ce80d5c0ee3f19e13790,0x0d471a7bebd3dbcc1adc59e5043bef5a181d9536b3289ea969ef0880a2164e40,Dr. Frank Miller,A
CAS,Computer Science,202,0x182235ee91d7243677d9b0d97d61486cec401db44ef8ce80d5c0ee3f19e13790,0x0d471a7bebd3dbcc1adc59e5043bef5a181d9536b3289ea969ef0880a2164e40,Dr. Bob Johnson,B+
ENG,Systems Engineering,301,0x182235ee91d7243677d9b0d97d61486cec401db44ef8ce80d5c0ee3f19e13790,0x0d471a7bebd3dbcc1adc59e5043bef5a181d9536b3289ea969ef0880a2164e40,Dr. Henry Moore,A-
CAS,English,102,0x182235ee91d7243677d9b0d97d61486cec401db44ef8ce80d5c0ee3f19e13790,0x0d471a7bebd3dbcc1adc59e5043bef5a181d9536b3289ea969ef0880a2164e40,Dr. Emma Davis,D
CAS,Computer Science,301,0x07e4e84a5d433a00a217c6b3c582247760dee9e7f48c12f528b9903f7e6379d8,0x0f8bd1d7cb9ee606b6c1a6ffc80df55fd5bf19989225ea03ea0c7eb386b4f009,Dr. Carol Williams,F
ENG,Mechanical Engineering,302,0x07e4e84a5d433a00a217c6b3c582247760dee9e7f48c12f528b9903f7e6379d8,0x0f8bd1d7cb9ee606b6c1a6ffc80df55fd5bf19989225ea03ea0c7eb386b4f009,Dr. Frank Miller,B+
ENG,Mechanical Engineering,202,0x07e4e84a5d433a00a217c6b3c582247760dee9e7f48c12f528b9903f7e6379d8,0x0f8bd1d7cb9ee606b6c1a6ffc80df55fd5bf19989225ea03ea0c7eb386b4f009,Dr. Henry Moore,C+
ENG,Biomedical Engineering,201,0x07e4e84a5d433a00a217c6b3c582247760dee9e7f48c12f528b9903f7e6379d8,0x0f8bd1d7cb9ee606b6c1a6ffc80df55fd5bf19989225ea03ea0c7eb386b4f009,Dr. Alice Smith,A-
CAS,Mathematics,102,0x02080a52c29bd090fd4ff13653cdf12a5475b3e897fa8223d5273fc276eb0741,0x13627d10f7bf23a5883bbf623e7e671bf6da0713b385a707487416e776b1faf9,Dr. Emma Davis,B-
ENG,Mechanical Engineering,201,0x02080a52c29bd090fd4ff13653cdf12a5475b3e897fa8223d5273fc276eb0741,0x13627d10f7bf23a5883bbf623e7e671bf6da0713b385a707487416e776b1faf9,Dr. David Brown,C+
CAS,Economics,201,0x02080a52c29bd090fd4ff13653cdf12a5475b3e897fa8223d5273fc276eb0741,0x13627d10f7bf23a5883bbf623e7e671bf6da0713b385a707487416e776b1faf9,Dr. Emma Davis,B-
ENG,Electrical and Computer Engineering,201,0x02080a52c29bd090fd4ff13653cdf12a5475b3e897fa8223d5273fc276eb0741,0x13627d10f7bf23a5883bbf623e7e671bf6da0713b385a707487416e776b1faf9,Dr. Grace Wilson,D
ENG,Electrical and Computer Engineering,302,0x116874eaf38603ddb3fbffa760a75451f83f492bc8a4985db38251239f6abac4,0x16b9d38639c911d594e554b6b42ff151948a523a95ec61e06c50cc925cb5ee57,Dr. Carol Williams,C-
CAS,English,301,0x116874eaf38603ddb3fbffa760a75451f83f492bc8a4985db38251239f6abac4,0x16b9d38639c911d594e554b6b42ff151948a523a95ec61e06c50cc925cb5ee57,Dr. Henry Moore,A-
ENG,Electrical and Computer Engineering,301,0x116874eaf38603ddb3fbffa760a75451f83f492bc8a4985db38251239f6abac4,0x16b9d38639c911d594e554b6b42ff151948a523a95ec61e06c50cc925cb5ee57,Dr. Emma Davis,B
CAS,Computer Science,101,0x116874eaf38603ddb3fbffa760a75451f83f492bc8a4985db38251239f6abac4,0x16b9d38639c911d594e554b6b42ff151948a523a95ec61e06c50cc925cb5ee57,Dr. Grace Wilson,C+
CAS,Mathematics,301,0x28c39a980869d3a9a9de4c05f991ec44a642f8e7078e375a05c3f325737fe473,0x26061066c1b0558de59a356a9dd706a371c62828975252379ecd3dbaca574ac5,Dr. David Brown,D
CAS,English,201,0x28c39a980869d3a9a9de4c05f991ec44a642f8e7078e375a05c3f325737fe473,0x26061066c1b0558de59a356a9dd706a371c62828975252379ecd3dbaca574ac5,Dr. Grace Wilson,C-
ENG,Biomedical Engineering,202,0x28c39a980869d3a9a9de4c05f991ec44a642f8e7078e375a05c3f325737fe473,0x26061066c1b0558de59a356a9dd706a371c62828975252379ecd3dbaca574ac5,Dr. Grace Wilson,C-
CAS,English,301,0x28c39a980869d3a9a9de4c05f991ec44a642f8e7078e375a05c3f325737fe473,0x26061066c1b0558de59a356a9dd706a371c62828975252379ecd3dbaca574ac5,Dr. Henry Moore,B+
ENG,Mechanical Engineering,102,0x0a146517a2296eb33f887e503f12c8d7b513a0aaa590c9340746b55cf4b16883,0x0a2ee7c546e599f908d1e9c7c22f8019b423c58cdb054c011350b5b4b5012915,Dr. Alice Smith,F
ENG,Biomedical Engineering,102,0x0a146517a2296eb33f887e503f12c8d7b513a0aaa590c9340746b55cf4b16883,0x0a2ee7c546e599f908d1e9c7c22f8019b423c58cdb054c011350b5b4b5012915,Dr. Carol Williams,D
CAS,Mathematics,201,0x0a146517a2296eb33f887e503f12c8d7b513a0aaa590c9340746b55cf4b16883,0x0a2ee7c546e599f908d1e9c7c22f8019b423c58cdb054c011350b5b4b5012915,Dr. Bob Johnson,C
CAS,Economics,301,0x0a146517a2296eb33f887e503f12c8d7b513a0aaa590c9340746b55cf4b16883,0x0a2ee7c546e599f908d1e9c7c22f8019b423c58cdb054c011350b5b4b5012915,Dr. Grace Wilson,C
ENG,Biomedical Engineering,201,0x252d5c3f841464fe8a00d2f5bc6a4c1a052d9c90b4be9ec0e2cb9c4037661ee5,0x214fd2e938eb5904333e687beca685d68ae1a657575442cf2379d90b184635e1,Dr. Grace Wilson,C-
CAS,Economics,301,0x252d5c3f841464fe8a00d2f5bc6a4c1a052d9c90b4be9ec0e2cb9c4037661ee5,0x214fd2e938eb5904333e687beca685d68ae1a657575442cf2379d90b184635e1,Dr. Grace Wilson,D
CAS,Mathematics,101,0x252d5c3f841464fe8a00d2f5bc6a4c1a052d9c90b4be9ec0e2cb9c4037661ee5,0x214fd2e938eb5904333e687beca685d68ae1a657575442cf2379d90b184635e1,Dr. Carol Williams,A
CAS,Economics,101,0x252d5c3f841464fe8a00d2f5bc6a4c1a052d9c90b4be9ec0e2cb9c4037661ee5,0x214fd2e938eb5904333e687beca685d68ae1a657575442cf2379d90b184635e1,Dr. Emma Davis,C
CAS,Mathematics,302,0x0c011020c10a449a42ffa1613ef550c2e8fb332c93f0183db34485e1f9ba053c,0x09a272455be85bf2212d1f73092762349ca646f30b7db671fae072e58a342338,Dr. Frank Miller,B
ENG,Biomedical Engineering,202,0x0c011020c10a449a42ffa1613ef550c2e8fb332c93f0183db34485e1f9ba053c,0x09a272455be85bf2212d1f73092762349ca646f30b7db671fae072e58a342338,Dr. Grace Wilson,C
ENG,Systems Engineering,302,0x0c011020c10a449a42ffa1613ef550c2e8fb332c93f0183db34485e1f9ba053c,0x09a272455be85bf2212d1f73092762349ca646f30b7db671fae072e58a342338,Dr. Alice Smith,F
ENG,Electrical and Computer Engineering,301,0x0c011020c10a449a42ffa1613ef550c2e8fb332c93f0183db34485e1f9ba053c,0x09a272455be85bf2212d1f73092762349ca646f30b7db671fae072e58a342338,Dr. Emma Davis,C
ENG,Systems Engineering,302,0x1be7c6cdce34797c4919019236239e5c1c3808d53c956ba3b62b0d5ff7e27499,0x257eb167beef042b2520a3b49576cbb74dd0d6dbcc392158a91dbc3fdae64aa4,Dr. Alice Smith,B+
ENG,Systems Engineering,101,0x1be7c6cdce34797c4919019236239e5c1c3808d53c956ba3b62b0d5ff7e27499,0x257eb167beef042b2520a3b49576cbb74dd0d6dbcc392158a91dbc3fdae64aa4,Dr. Bob Johnson,F
CAS,Mathematics,202,0x1be7c6cdce34797c4919019236239e5c1c3808d53c956ba3b62b0d5ff7e27499,0x257eb167beef042b2520a3b49576cbb74dd0d6dbcc392158a91dbc3fdae64aa4,Dr. Henry Moore,C+
